Function,Total Duration
total,5.71859342
find_neighbors,2.2865078000000003
substep,2.0293624899999996
output,1.3299319400000003
update_velocity,0.8936181400000008
compute_position,0.5732802800000002
compute_lambdas,0.5536225
update_grid,0.05851387999999999
apply_gravity,0.008068260000000002
apply_position,0.006391950000000004
after_update,0.0032213999999999997
