Function,Total Duration
total,1.76235689
output,1.2764091499999997
find_neighbors,0.23119402000000006
substep,0.17550215000000005
update_velocity,0.07759150999999999
update_grid,0.07108014000000001
compute_position,0.04690841000000001
compute_lambdas,0.044415940000000015
apply_position,0.005622230000000003
apply_gravity,0.0023858399999999997
after_update,0.0015421499999999995
