Function,Total Duration
total,41.96694851
find_neighbors,20.845527919999988
output,10.469942350000002
substep,10.156282889999998
update_velocity,4.189168709999999
compute_position,3.2512516800000006
compute_lambdas,2.6493363799999985
update_grid,0.40668916000000005
apply_position,0.06317645999999993
apply_gravity,0.05150845000000001
after_update,0.03260920000000001
