Function,Total Duration
total,5.49807439
find_neighbors,2.285277220000001
substep,1.9739687000000001
output,1.1727058899999996
update_velocity,0.8741629500000003
compute_position,0.5568717500000001
compute_lambdas,0.5367641300000001
update_grid,0.05628814999999998
apply_gravity,0.006287099999999998
apply_position,0.004750690000000002
after_update,0.0020476
